X,Y,Z
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027991658351341042,-0.9234477877777879,0.9101830875611998
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027934792742663427,-0.9235025988568161,0.9107040057769609
-0.027815480730176163,-0.9236744040763606,0.9127562070068527
-0.027815480730176163,-0.9236744040763606,0.9127562070068528
-0.027815480730176163,-0.9236744040763606,0.9127562070068524
-0.027815480730176163,-0.9236744040763606,0.9127562070068524
-0.027815480730176163,-0.9236744040763606,0.9127562070068524
-0.027815480730176163,-0.9236744040763606,0.9127562070068524
-0.027815480730176163,-0.9236744040763606,0.9127562070068524
-0.027815480730176163,-0.9236744040763606,0.9127562070068524
-0.027815480730176163,-0.9236744040763606,0.9127562070068524
